Category ID,Category Name,Parent Category ID,Parent Category Name,Level,Has Attributes,Has Children,Description,Tags
hg-8-11-11,Charging Bases,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-12,Cleaning Head Modules,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-17,Crevice Tools,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-21,Dust Bags,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-22,Dust Containers,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-25,Dusting Pads,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-26,Extension Hoses,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-28,Filter Grids,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-29,Filters,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-44,Scented Cartridges,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-47,Starter Kits,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-48,Suction Head Covers,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-49,Telescopic Tubes,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-51,Tube Bends,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-52,Tube Clips,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-62,Wheels Replacement Kits,hg-8-11,Vacuum Accessories,2,No,No,,
hg-8-11-2,Accessory Kits,,Home & Garden,1,Yes,No,,
hg-8-11-4,Animal Care Sets,,Home & Garden,1,Yes,No,,
hg-8-11-5,Anti-Allergy Agents,,Home & Garden,1,Yes,No,,
hg-8-11-6,Ash Separators,,Home & Garden,1,Yes,No,,
hg-8-11-9,Car Cleaning Kits,,Home & Garden,1,Yes,No,,
hg-8-11-11,Charging Bases,,Home & Garden,1,Yes,No,,
hg-8-11-12,Cleaning Head Modules,,Home & Garden,1,Yes,No,,
hg-8-11-17,Crevice Tools,,Home & Garden,1,Yes,No,,
hg-8-11-21,Dust Bags,,Home & Garden,1,Yes,No,,
hg-8-11-22,Dust Containers,,Home & Garden,1,Yes,No,,
hg-8-11-25,Dusting Pads,,Home & Garden,1,Yes,No,,
hg-8-11-26,Extension Hoses,,Home & Garden,1,Yes,No,,
hg-8-11-28,Filter Grids,,Home & Garden,1,Yes,No,,
hg-8-11-29,Filters,,Home & Garden,1,Yes,No,,
hg-8-11-44,Scented Cartridges,,Home & Garden,1,Yes,No,,
hg-8-11-47,Starter Kits,,Home & Garden,1,Yes,No,,
hg-8-11-48,Suction Head Covers,,Home & Garden,1,Yes,No,,
hg-8-11-49,Telescopic Tubes,,Home & Garden,1,Yes,No,,
hg-8-11-51,Tube Bends,,Home & Garden,1,Yes,No,,
hg-8-11-52,Tube Clips,,Home & Garden,1,Yes,No,,
hg-8-11-62,Wheels Replacement Kits,,Home & Garden,1,Yes,No,,
hg-8-12,Water Heater Accessories,,Home & Garden,1,Yes,Yes,,
hg-8-12-1,Anode Rods,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-2,Hot Water Tanks,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-3,Water Heater Elements,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-4,Water Heater Expansion Tanks,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-5,Water Heater Pans,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-6,Water Heater Stacks,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-7,Water Heater Vents,hg-8-12,Water Heater Accessories,2,No,No,,
hg-8-12-1,Anode Rods,,Home & Garden,1,Yes,No,,
hg-8-12-2,Hot Water Tanks,,Home & Garden,1,Yes,No,,
hg-8-12-3,Water Heater Elements,,Home & Garden,1,Yes,No,,
hg-8-12-4,Water Heater Expansion Tanks,,Home & Garden,1,Yes,No,,
hg-8-12-5,Water Heater Pans,,Home & Garden,1,Yes,No,,
hg-8-12-6,Water Heater Stacks,,Home & Garden,1,Yes,No,,
hg-8-12-7,Water Heater Vents,,Home & Garden,1,Yes,No,,
hg-9,Household Appliances,,Home & Garden,1,Yes,Yes,,
hg-9-1,Climate Control Appliances,hg-9,Household Appliances,2,No,No,,
hg-9-2,Floor & Carpet Dryers,hg-9,Household Appliances,2,No,No,,
hg-9-3,Floor & Steam Cleaners,hg-9,Household Appliances,2,No,No,,
hg-9-4,Floor Polishers & Buffers,hg-9,Household Appliances,2,No,No,,
hg-9-5,Futon Dryers,hg-9,Household Appliances,2,No,No,,
hg-9-6,Garage Door Keypads & Remotes,hg-9,Household Appliances,2,No,No,,
hg-9-7,Garage Door Openers,hg-9,Household Appliances,2,No,No,,
hg-9-8,Laundry Appliances,hg-9,Household Appliances,2,No,No,,
hg-9-9,Ultrasonic Cleaners,hg-9,Household Appliances,2,No,No,,
hg-9-10,Vacuums,hg-9,Household Appliances,2,No,No,,
hg-9-11,Wallpaper Steamers,hg-9,Household Appliances,2,No,No,,
hg-9-12,Water Heaters,hg-9,Household Appliances,2,No,No,,
hg-9-1,Climate Control Appliances,,Home & Garden,1,Yes,Yes,,
hg-9-1-1,Air Conditioners,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-2,Air Purifiers,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-3,Dehumidifiers,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-4,Duct Heaters,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-5,Evaporative Coolers,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-6,Fans,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-7,Furnaces & Boilers,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-8,Heating Radiators,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-9,Humidifiers,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-10,Outdoor Misting Systems,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-11,Patio Heaters,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-12,Space Heaters,hg-9-1,Climate Control Appliances,2,No,No,,
hg-9-1-1,Air Conditioners,,Home & Garden,1,Yes,No,,
hg-9-1-2,Air Purifiers,,Home & Garden,1,Yes,No,,
hg-9-1-3,Dehumidifiers,,Home & Garden,1,Yes,No,,
hg-9-1-4,Duct Heaters,,Home & Garden,1,Yes,No,,
hg-9-1-5,Evaporative Coolers,,Home & Garden,1,Yes,Yes,,
hg-9-1-5-3,Portable Evaporative Coolers,hg-9-1-5,Evaporative Coolers,2,No,No,,
hg-9-1-5-5,Window-Mounted Evaporative Coolers,hg-9-1-5,Evaporative Coolers,2,No,No,,
hg-9-1-5-3,Portable Evaporative Coolers,,Home & Garden,1,Yes,No,,
hg-9-1-5-5,Window-Mounted Evaporative Coolers,,Home & Garden,1,Yes,No,,
hg-9-1-6,Fans,,Home & Garden,1,Yes,Yes,,
hg-9-1-6-1,Ceiling Fans,hg-9-1-6,Fans,2,No,No,,
hg-9-1-6-2,Desk & Pedestal Fans,hg-9-1-6,Fans,2,No,No,,
hg-9-1-6-3,Powered Hand Fans & Misters,hg-9-1-6,Fans,2,No,No,,
hg-9-1-6-4,Ventilation Fans,hg-9-1-6,Fans,2,No,No,,
hg-9-1-6-5,Wall Mount Fans,hg-9-1-6,Fans,2,No,No,,
hg-9-1-6-1,Ceiling Fans,,Home & Garden,1,Yes,No,,
hg-9-1-6-2,Desk & Pedestal Fans,,Home & Garden,1,Yes,No,,
hg-9-1-6-3,Powered Hand Fans & Misters,,Home & Garden,1,Yes,No,,
hg-9-1-6-4,Ventilation Fans,,Home & Garden,1,Yes,No,,
hg-9-1-6-5,Wall Mount Fans,,Home & Garden,1,Yes,No,,
hg-9-1-7,Furnaces & Boilers,,Home & Garden,1,Yes,Yes,,
hg-9-1-7-1,Boilers,hg-9-1-7,Furnaces & Boilers,2,No,No,,
hg-9-1-7-2,Furnaces,hg-9-1-7,Furnaces & Boilers,2,No,No,,
hg-9-1-7-1,Boilers,,Home & Garden,1,Yes,No,,
hg-9-1-7-2,Furnaces,,Home & Garden,1,Yes,No,,
hg-9-1-8,Heating Radiators,,Home & Garden,1,Yes,No,,
hg-9-1-9,Humidifiers,,Home & Garden,1,Yes,No,,
hg-9-1-10,Outdoor Misting Systems,,Home & Garden,1,Yes,No,,
hg-9-1-11,Patio Heaters,,Home & Garden,1,Yes,No,,
hg-9-1-12,Space Heaters,,Home & Garden,1,Yes,No,,
hg-9-2,Floor & Carpet Dryers,,Home & Garden,1,Yes,No,,
hg-9-3,Floor & Steam Cleaners,,Home & Garden,1,Yes,Yes,,
hg-9-3-1,Carpet Shampooers,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-2,Carpet Steamers,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-3,Floor Cleaners,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-4,Floor Scrubbers,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-5,Handheld Steam Cleaners,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-6,Steam Mops,hg-9-3,Floor & Steam Cleaners,2,No,No,,
hg-9-3-1,Carpet Shampooers,,Home & Garden,1,Yes,Yes,,
hg-9-3-1-1,Canister Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-2,Carpet Extractors,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-3,Dry Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-4,Dual Tank Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-5,Portable Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-6,Steam Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-7,Upright Carpet Shampooers,hg-9-3-1,Carpet Shampooers,2,No,No,,
hg-9-3-1-1,Canister Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-1-2,Carpet Extractors,,Home & Garden,1,Yes,No,,
hg-9-3-1-3,Dry Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-1-4,Dual Tank Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-1-5,Portable Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-1-6,Steam Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-1-7,Upright Carpet Shampooers,,Home & Garden,1,Yes,No,,
hg-9-3-2,Carpet Steamers,,Home & Garden,1,Yes,Yes,,
hg-9-3-2-1,Canister Carpet Steamers,hg-9-3-2,Carpet Steamers,2,No,No,,
hg-9-3-2-2,Handheld Carpet Steamers,hg-9-3-2,Carpet Steamers,2,No,No,,
hg-9-3-2-3,Multi-Purpose Steam Cleaners,hg-9-3-2,Carpet Steamers,2,No,No,,
hg-9-3-2-4,Professional Carpet Steamers,hg-9-3-2,Carpet Steamers,2,No,No,,
hg-9-3-2-5,Upright Carpet Steamers,hg-9-3-2,Carpet Steamers,2,No,No,,
hg-9-3-2-1,Canister Carpet Steamers,,Home & Garden,1,Yes,No,,
hg-9-3-2-2,Handheld Carpet Steamers,,Home & Garden,1,Yes,No,,
hg-9-3-2-3,Multi-Purpose Steam Cleaners,,Home & Garden,1,Yes,No,,
hg-9-3-2-4,Professional Carpet Steamers,,Home & Garden,1,Yes,No,,
hg-9-3-2-5,Upright Carpet Steamers,,Home & Garden,1,Yes,No,,
hg-9-3-3,Floor Cleaners,,Home & Garden,1,Yes,No,,
hg-9-3-4,Floor Scrubbers,,Home & Garden,1,Yes,Yes,,
hg-9-3-4-1,Compact Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-2,Cordless Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-3,Grout & Tile Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-5,Ride-On Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-6,Spin Mop Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-7,Walk-Behind Floor Scrubbers,hg-9-3-4,Floor Scrubbers,2,No,No,,
hg-9-3-4-1,Compact Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-4-2,Cordless Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-4-3,Grout & Tile Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-4-5,Ride-On Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-4-6,Spin Mop Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-4-7,Walk-Behind Floor Scrubbers,,Home & Garden,1,Yes,No,,
hg-9-3-5,Handheld Steam Cleaners,,Home & Garden,1,Yes,No,,
hg-9-3-6,Steam Mops,,Home & Garden,1,Yes,Yes,,
hg-9-3-6-1,2-in-1 Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-2,Cylinder Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-3,Handheld Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-4,Multi-Surface Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-5,Upright Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-6,Vacuum Steam Mops,hg-9-3-6,Steam Mops,2,No,No,,
hg-9-3-6-1,2-in-1 Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-3-6-2,Cylinder Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-3-6-3,Handheld Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-3-6-4,Multi-Surface Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-3-6-5,Upright Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-3-6-6,Vacuum Steam Mops,,Home & Garden,1,Yes,No,,
hg-9-4,Floor Polishers & Buffers,,Home & Garden,1,Yes,Yes,,
hg-9-4-1,Floor Buffers,hg-9-4,Floor Polishers & Buffers,2,No,No,,
hg-9-4-2,Floor Polishers,hg-9-4,Floor Polishers & Buffers,2,No,No,,
hg-9-4-1,Floor Buffers,,Home & Garden,1,Yes,No,,
hg-9-4-2,Floor Polishers,,Home & Garden,1,Yes,No,,
hg-9-5,Futon Dryers,,Home & Garden,1,Yes,No,,
hg-9-6,Garage Door Keypads & Remotes,,Home & Garden,1,Yes,Yes,,
hg-9-6-1,Garage Door Keypads,hg-9-6,Garage Door Keypads & Remotes,2,No,No,,
hg-9-6-2,Garage Door Remotes,hg-9-6,Garage Door Keypads & Remotes,2,No,No,,
hg-9-6-1,Garage Door Keypads,,Home & Garden,1,Yes,No,,
hg-9-6-2,Garage Door Remotes,,Home & Garden,1,Yes,No,,
hg-9-7,Garage Door Openers,,Home & Garden,1,Yes,No,,
hg-9-8,Laundry Appliances,,Home & Garden,1,Yes,Yes,,
hg-9-8-1,Dryers,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-2,Garment Steamers,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-3,Irons & Ironing Systems,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-4,Laundry Combo Units,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-5,Steam Presses,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-6,Washing Machines,hg-9-8,Laundry Appliances,2,No,No,,
hg-9-8-1,Dryers,,Home & Garden,1,Yes,No,,
hg-9-8-2,Garment Steamers,,Home & Garden,1,Yes,No,,
hg-9-8-3,Irons & Ironing Systems,,Home & Garden,1,Yes,Yes,,
hg-9-8-3-1,Ironing Systems,hg-9-8-3,Irons & Ironing Systems,2,No,No,,
hg-9-8-3-2,Irons,hg-9-8-3,Irons & Ironing Systems,2,No,No,,
hg-9-8-3-1,Ironing Systems,,Home & Garden,1,Yes,No,,
hg-9-8-3-2,Irons,,Home & Garden,1,Yes,No,,
hg-9-8-4,Laundry Combo Units,,Home & Garden,1,Yes,Yes,,
hg-9-8-4-1,All-in-One Washer-Dryer Units,hg-9-8-4,Laundry Combo Units,2,No,No,,
hg-9-8-4-2,Portable Washer-Dryer Units,hg-9-8-4,Laundry Combo Units,2,No,No,,
hg-9-8-4-3,Stackable Washer-Dryer Units,hg-9-8-4,Laundry Combo Units,2,No,No,,
hg-9-8-4-4,Washer-Dryer Combos,hg-9-8-4,Laundry Combo Units,2,No,No,,
hg-9-8-4-1,All-in-One Washer-Dryer Units,,Home & Garden,1,Yes,No,,
hg-9-8-4-2,Portable Washer-Dryer Units,,Home & Garden,1,Yes,No,,
hg-9-8-4-3,Stackable Washer-Dryer Units,,Home & Garden,1,Yes,No,,
hg-9-8-4-4,Washer-Dryer Combos,,Home & Garden,1,Yes,No,,
hg-9-8-5,Steam Presses,,Home & Garden,1,Yes,No,,
hg-9-8-6,Washing Machines,,Home & Garden,1,Yes,No,,
hg-9-9,Ultrasonic Cleaners,,Home & Garden,1,Yes,No,,
hg-9-10,Vacuums,,Home & Garden,1,Yes,Yes,,
hg-9-10-1,Canister Vacs,hg-9-10,Vacuums,2,No,No,,
hg-9-10-2,Upright Vacuums,hg-9-10,Vacuums,2,No,No,,
hg-9-10-1,Canister Vacs,,Home & Garden,1,Yes,No,,
hg-9-10-2,Upright Vacuums,,Home & Garden,1,Yes,No,,
hg-9-11,Wallpaper Steamers,,Home & Garden,1,Yes,No,,
hg-9-12,Water Heaters,,Home & Garden,1,Yes,No,,
hg-10,Household Supplies,,Home & Garden,1,Yes,Yes,,
hg-10-1,Drawer & Shelf Liners,hg-10,Household Supplies,2,No,No,,
hg-10-2,Floor Protection Films & Runners,hg-10,Household Supplies,2,No,No,,
hg-10-3,Furniture Floor Protectors,hg-10,Household Supplies,2,No,No,,
hg-10-4,Garage Floor Mats,hg-10,Household Supplies,2,No,No,,
hg-10-5,Garbage Bags,hg-10,Household Supplies,2,No,No,,
hg-10-6,Household Cleaning Supplies,hg-10,Household Supplies,2,No,No,,
hg-10-7,Household Paper Products,hg-10,Household Supplies,2,No,No,,
hg-10-8,Household Thermometers,hg-10,Household Supplies,2,No,No,,
hg-10-9,Laundry Supplies,hg-10,Household Supplies,2,No,No,,
hg-10-10,Moisture Absorbers,hg-10,Household Supplies,2,No,No,,
hg-10-11,Pest Control,hg-10,Household Supplies,2,No,No,,
hg-10-12,Rug Covers,hg-10,Household Supplies,2,No,No,,
hg-10-13,Rug Pads,hg-10,Household Supplies,2,No,No,,
hg-10-14,Shoe Care & Tools,hg-10,Household Supplies,2,No,No,,
hg-10-15,Stair Treads,hg-10,Household Supplies,2,No,No,,
hg-10-16,Storage & Organization,hg-10,Household Supplies,2,No,No,,
hg-10-17,Trash Compactor Accessories,hg-10,Household Supplies,2,No,No,,
hg-10-18,Waste Containment,hg-10,Household Supplies,2,No,No,,
hg-10-19,Waste Containment Accessories,hg-10,Household Supplies,2,No,No,,
hg-10-1,Drawer & Shelf Liners,,Home & Garden,1,Yes,No,,
hg-10-2,Floor Protection Films & Runners,,Home & Garden,1,Yes,Yes,,
hg-10-2-1,Floor Protection Films,hg-10-2,Floor Protection Films & Runners,2,No,No,,
hg-10-2-2,Floor Protection Runners,hg-10-2,Floor Protection Films & Runners,2,No,No,,
hg-10-2-1,Floor Protection Films,,Home & Garden,1,Yes,No,,
hg-10-2-2,Floor Protection Runners,,Home & Garden,1,Yes,No,,
hg-10-3,Furniture Floor Protectors,,Home & Garden,1,Yes,No,,
hg-10-4,Garage Floor Mats,,Home & Garden,1,Yes,No,,
hg-10-5,Garbage Bags,,Home & Garden,1,Yes,No,,
hg-10-6,Household Cleaning Supplies,,Home & Garden,1,Yes,Yes,,
hg-10-6-1,Broom & Mop Handles,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-2,Broom Heads,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-3,Brooms,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-4,Buckets,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-5,Carpet Sweepers,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-6,Cleaning Gloves,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-7,Duster Refills,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-8,Dusters,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-9,Dustpans,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-10,Fabric & Upholstery Protectors,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-11,Household Cleaning Products,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-12,Mop Heads & Refills,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-13,Mops,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-14,Scrub Brush Heads & Refills,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-15,Scrub Brushes,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-16,Shop Towels & General-Purpose Cleaning Cloths,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-17,Sponges & Scouring Pads,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-18,Squeegees,hg-10-6,Household Cleaning Supplies,2,No,No,,
hg-10-6-1,Broom & Mop Handles,,Home & Garden,1,Yes,No,,
hg-10-6-2,Broom Heads,,Home & Garden,1,Yes,No,,
hg-10-6-3,Brooms,,Home & Garden,1,Yes,No,,
hg-10-6-4,Buckets,,Home & Garden,1,Yes,No,,
hg-10-6-5,Carpet Sweepers,,Home & Garden,1,Yes,No,,
hg-10-6-6,Cleaning Gloves,,Home & Garden,1,Yes,No,,
hg-10-6-7,Duster Refills,,Home & Garden,1,Yes,No,,
hg-10-6-8,Dusters,,Home & Garden,1,Yes,No,,
hg-10-6-9,Dustpans,,Home & Garden,1,Yes,No,,
hg-10-6-10,Fabric & Upholstery Protectors,,Home & Garden,1,Yes,No,,
hg-10-6-11,Household Cleaning Products,,Home & Garden,1,Yes,Yes,,
hg-10-6-11-1,All-Purpose Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-2,Carpet Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-3,Descalers & Decalcifiers,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-4,Dish Detergent & Soap,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-5,Dishwasher Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-6,Fabric & Upholstery Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-7,Floor Cleaning Products,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-8,Furniture Cleaners & Polish,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-9,Glass & Surface Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-10,Household Disinfectants,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-11,Oven & Grill Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-12,Pet Odor & Stain Removers,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-13,Rinse Aids,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-14,Stainless Steel Cleaners & Polishes,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-15,Toilet Bowl Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-16,Tub & Tile Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-17,Washing Machine Cleaners,hg-10-6-11,Household Cleaning Products,2,No,No,,
hg-10-6-11-1,All-Purpose Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-2,Carpet Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-3,Descalers & Decalcifiers,,Home & Garden,1,Yes,No,,
hg-10-6-11-4,Dish Detergent & Soap,,Home & Garden,1,Yes,No,,
hg-10-6-11-5,Dishwasher Cleaners,,Home & Garden,1,Yes,Yes,,
hg-10-6-11-5-1,Detergent Removers,hg-10-6-11-5,Dishwasher Cleaners,2,No,No,,
hg-10-6-11-5-2,Grease Removers,hg-10-6-11-5,Dishwasher Cleaners,2,No,No,,
hg-10-6-11-5-3,Limescale Removers,hg-10-6-11-5,Dishwasher Cleaners,2,No,No,,
hg-10-6-11-5-1,Detergent Removers,,Home & Garden,1,Yes,No,,
hg-10-6-11-5-2,Grease Removers,,Home & Garden,1,Yes,No,,
hg-10-6-11-5-3,Limescale Removers,,Home & Garden,1,Yes,No,,
hg-10-6-11-6,Fabric & Upholstery Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-7,Floor Cleaning Products,,Home & Garden,1,Yes,No,,
hg-10-6-11-8,Furniture Cleaners & Polish,,Home & Garden,1,Yes,No,,
hg-10-6-11-9,Glass & Surface Cleaners,,Home & Garden,1,Yes,Yes,,
hg-10-6-11-9-1,Glass Cleaners,hg-10-6-11-9,Glass & Surface Cleaners,2,No,No,,
hg-10-6-11-9-2,Multi-surface Cleaners,hg-10-6-11-9,Glass & Surface Cleaners,2,No,No,,
hg-10-6-11-9-1,Glass Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-9-2,Multi-surface Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-10,Household Disinfectants,,Home & Garden,1,Yes,No,,
hg-10-6-11-11,Oven & Grill Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-12,Pet Odor & Stain Removers,,Home & Garden,1,Yes,No,,
hg-10-6-11-13,Rinse Aids,,Home & Garden,1,Yes,No,,
hg-10-6-11-14,Stainless Steel Cleaners & Polishes,,Home & Garden,1,Yes,Yes,,
hg-10-6-11-14-1,Conditioning Cloths,hg-10-6-11-14,Stainless Steel Cleaners & Polishes,2,No,No,,
hg-10-6-11-14-2,Conditioning Oil,hg-10-6-11-14,Stainless Steel Cleaners & Polishes,2,No,No,,
hg-10-6-11-14-1,Conditioning Cloths,,Home & Garden,1,Yes,No,,
hg-10-6-11-14-2,Conditioning Oil,,Home & Garden,1,Yes,No,,
hg-10-6-11-15,Toilet Bowl Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-16,Tub & Tile Cleaners,,Home & Garden,1,Yes,Yes,,
hg-10-6-11-16-1,Tile Cleaners,hg-10-6-11-16,Tub & Tile Cleaners,2,No,No,,
hg-10-6-11-16-2,Tub Cleaners,hg-10-6-11-16,Tub & Tile Cleaners,2,No,No,,
hg-10-6-11-16-1,Tile Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-16-2,Tub Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-11-17,Washing Machine Cleaners,,Home & Garden,1,Yes,No,,
hg-10-6-12,Mop Heads & Refills,,Home & Garden,1,Yes,No,,
hg-10-6-13,Mops,,Home & Garden,1,Yes,No,,
hg-10-6-14,Scrub Brush Heads & Refills,,Home & Garden,1,Yes,No,,
hg-10-6-15,Scrub Brushes,,Home & Garden,1,Yes,No,,
hg-10-6-16,Shop Towels & General-Purpose Cleaning Cloths,,Home & Garden,1,Yes,No,,
hg-10-6-17,Sponges & Scouring Pads,,Home & Garden,1,Yes,No,,
hg-10-6-18,Squeegees,,Home & Garden,1,Yes,No,,
hg-10-7,Household Paper Products,,Home & Garden,1,Yes,Yes,,
