Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Battery size,1682,"Indicates the battery compatibility for the product, such as AAA or 9V",text,No,0,,,,os-13-10
Battery type,1571,"Distinguishes between types of batteries, such as disposable or rechargeable ",text,No,0,,,,hb-1-10-10
Compatible battery technology,1924,"Specifies the type of battery technology a product is compatible with, like lithium-ion or alkaline",text,No,0,,,,vp-1-2-1
Compatible battery size,1682,"Identifies the battery sizes that a product is compatible with, e.g. AAA, CR2032",text,No,0,,,,el-7-15-2-5
Plug type,1925,"Identifies the regional compatibility of a plug, e.g. US, FR",text,No,0,,,,el-7-15-5-2
Battery cell type,1926,"Specifies the chemical composition of a battery, such as alkaline or lithium-air",text,No,0,,,,el-7-15-3
Fuel source,1927,"Specifies the energy source used, typically for fuel cells; e.g. hydrogen, propane",text,No,0,,,,el-7-15-3
Stack configuration,1928,"Specifies the layout of fuel cells in power devices, e.g. serial, parallel",text,No,0,,,,el-7-15-3
Charging method,1272,"Specifies how an electronic device is charged, e.g. wireless, wired",text,No,0,,,,el-7-15-5-1
Outlet type,1931,"Specifies the plug type for electronic devices, e.g. type A, type L",text,No,0,,,,el-7-15-12
Plug type (input),1925,"Specifies the plug a power adapter or converter can accommodate, based on country or territory code; e.g. US, EU",text,No,0,,,,el-7-15-11
Plug type (output),1925,"Specifies the plug a power adapter or converter can accommodate as output, based on country or territory code; e.g. US, EU",text,No,0,,,,el-7-15-11
GPS device features,3088,"Describes special capabilities of a GPS device, like AI-powered or built-in dash cam",text,No,0,,,,el-9
Tracking purpose,1934,"Specifies the intended use of GPS tracking devices, such as asset tracking or pet tracking",text,No,0,,,,el-10
Marine navigator features,3089,"Specifies the capabilities of marine navigation tools, such as touchscreen or waterproof",text,No,0,,,,el-11-4
Suitable for angling type,1935,"Specifies the type of fishing the product is designed for, such as deep sea or fly",text,No,0,,,,el-11-1
Radar technology,3316,"Specifies the radar technology used in a product, e.g. pulse, solid-state",text,No,0,,,,el-11-4
Bridge/Router advanced features,3090,"Highlights advanced functionalities of bridges/routers, like AI-powered or VPN support",text,No,0,,,,el-12-1-4
Ethernet LAN interface type,1936,"Specifies the type of Ethernet connection a product supports, such as LAN or fast",text,No,0,,,,el-12-3-9
Network protocols supported,1937,"Defines the networking standards a device supports, e.g. TCP/IP, DNS",text,No,0,,,,el-12-7
Networking standards,1938,"Specifies the protocols a networking device supports, e.g. IEEE 802.3 ",text,No,0,,,,el-12-2
Wi-Fi band,1940,"Specifies the wireless frequency range of a device, such as 2.4 GHz",text,No,0,,,,el-12-6
Hub/Switch storage options,3317,"Identifies the storage capabilities of hubs or switches, like stackable or non-stackable",text,No,0,,,,el-12-3-9
Filament type,1944,"Identifies the type of filament used in 3D printing, such as resin or food-safe",text,No,0,,,,el-13-1-5
Compatible filament,1944,"Specifies the types of filament a 3D printer can use, like Polylactic acid (PLA) or nylon",text,No,0,,,,el-13-2
Enclosure type,1945,"Specifies the type of casing or cover for 3D printers, such as open frame or DIY enclosure",text,No,0,,,,el-13-2
Print technology,1946,"Specifies the process used by a printer, such as inkjet or laser",text,No,0,,,,el-13-4
Printer accessories included,1947,"Details the supplementary components included with a printer, copier, or fax; e.g. paper tray, fuser",text,No,0,,,,el-13-3-1-3
Suitable for printer type,1948,"Specifies the type of printer the product is compatible with, e.g. label printer, fax machine",text,No,0,,,,el-13-3-1-4
Printing color,1949,"Defines the color output of toner and inkjet cartridges, e.g. black, cyan",text,No,0,,,,el-13-3-1-7
Duplexing technology,1950,"Specifies if a printer supports double-sided printing, e.g not supported, automatic duplexing",text,No,0,,,,el-13-3-2
Compatible paper size,2234,"Specifies the paper sizes a device can accommodate, typically for printers; e.g. A4, postcard",text,No,0,,,,os-10-10
Printer functions,1952,"Defines the capabilities of printers, copiers, and fax machines; e.g. scan, photo print",text,No,0,,,,el-13-4
Printer/Copier specialized features,3091,"Highlights specific features of printers/copiers, such as mobile printing support or voice control",text,No,0,,,,el-13-4
Scanner features,3092,"Highlights special functions of a scanner, such as AI-powered or scan to cloud",text,No,0,,,,el-13-6-6
Filtering modes,1953,"Defines the operational modes of radar or speed detectors, e.g. highway mode, GPS lockouts",text,No,0,,,,el-15
Radar bands,1954,"Specifies the frequency bands a radar device can detect, e.g. X, K",text,No,0,,,,el-15
Contrast ratio (typical),1955,"Indicates the display's contrast ratio, e.g. 3000:1",text,No,0,,,,el-17-4
Energy efficiency class (HDR),1956,"Specifies the energy efficiency of HDR-enabled devices, typically televisions; e.g. A+++",text,No,0,,,,el-17-4
Energy efficiency class (SDR),1957,"Specifies the energy efficiency of SDR-enabled devices, typically televisions; e.g. A+++",text,No,0,,,,el-17-4
Monitor shape,2905,"Specifies the contour of a monitor's screen, such as flat or curved",text,No,0,,,,el-17-1
Monitor specialized features,3085,"Highlights unique features of a computer monitor, such as 3D support or adjustable viewing angle",text,No,0,,,,el-17-1
Native aspect ratio,1958,"Specifies the original aspect ratio of a display, typically for projectors; e.g. 16:8",text,No,0,,,,el-17-5-3-3
HDR format,1959,"Specifies the High Dynamic Range (HDR) for televisions, e.g. HDR10, Dolby Vision",text,No,0,,,,el-17-4
Smart TV platform,1960,"Defines the software platform used by a smart television, such as Android or Roku TV",text,No,0,,,,el-17-4
Television shape,2905,"Defines the physical contour of the television screen, such as curved or flat",text,No,0,,,,el-17-4
Television specialized features,3094,"Identifies unique capabilities of a TV, like voice control or built-in soundbar",text,No,0,,,,el-17-4
3D glasses material,2956,"Specifies the material used for 3D glasses, like bamboo or stainless steel",text,No,0,,,,el-17-5-1
Color accuracy standards,1962,"Defines the color calibration standards, typically for monitors; e.g. sRGB, Adobe RGB",text,No,0,,,,el-17-5-2-1
Projector light source,2907,"Identifies the type of light source in a projector, such as LED or laser",text,No,0,,,,el-17-5-3-5
Player/Recorder specialized features,3095,"Highlights specific features of video players or recorders, such as AI-powered or parental control",text,No,0,,,,vp-1-3-1
Playback disc formats,1964,"Defines the disc formats compatible with a DVD or Blu-Ray player; e.g CD audio, JPEG",text,No,0,,,,el-17-8-3
Player specialized features,3095,"Identifies unique capabilities of video players, like 4K support or HDR support",text,No,0,,,,el-17-8-4
Video codecs/formats supported,1963,"Defines the video codecs and formats a device supports, such as MP4 or H.264",text,No,0,,,,el-17-8-4
Video region code,1965,"Defines the region compatibility of DVD and Blu-ray players, such as region-free or region 1",text,No,0,,,,el-17-8-3
Recorder specialized features,3095,"Identifies advanced features in video recorders, e.g. smart, Dolby Atmos support",text,No,0,,,,el-17-8-5
Compression format,1966,"Defines the type of video file compression used, e.g. MPEG-4, AVI",text,No,0,,,,el-17-9
Compatible game format,1967,"Specifies the type of game format supported, such as digital download only or physical disc",text,No,0,,,,el-19
Compatible resolution,1968,"Defines the display resolution supported, e.g. 1080p, full HD",text,No,0,,,,el-19
Console system,1969,"Defines the specific brand of a video game console, such as Atari 2600 or Playstation",text,No,0,,,,el-19
Allergen information,1451,"Indicates potential allergens present in food or beverages, such as wheat or peanuts",text,No,0,,,,hb-1-9-1
Dietary supplements,3098,"Identifies the added nutrients in a product, like calcium or probiotics",text,No,0,,,,fb-1-16-4
Flavor,1458,"Specifies the taste or flavor of a product, e.g. vanilla, mint",text,No,0,,,,hb-3-12-2
Beer variety,1454,"Classifies beers based on their specific type or style, e.g. stout, pilsner",text,No,0,,,,fb-1-1-1
Bitter variety,3099,"Classifies bitters based on their flavor profiles, e.g. floral, spicy",text,No,0,,,,fb-1-1-2
Hard cider variety,1459,"Specifies the flavor profile of hard cider, e.g. sharp, sweet",text,No,0,,,,fb-1-1-4
Absinthe style,1460,"Defines the style of absinthe, e.g. mixed, distilled",text,No,0,,,,fb-1-1-5-1
Absinthe variety,1461,"Differentiates absinthe products by their unique varieties, e.g. rouge, verte",text,No,0,,,,fb-1-1-5-1
Brandy variety,1462,"Distinguishes between different brandy styles, e.g. cognac, grappa",text,No,0,,,,fb-1-1-5-2
Gin variety,1463,"Classifies gin products by their specific type, e.g. flavored, London dry",text,No,0,,,,fb-1-1-5-3
Liqueur variety,1464,"Classifies liqueurs by their primary flavor profiles, e.g. nut, cream",text,No,0,,,,fb-1-1-5-4
Rum grade,1465,"Classifies rum based on characteristics or grade, e.g. premium, spiced",text,No,0,,,,fb-1-1-5-5
Spirit dilution,1466,"Indicates the concentration level of alcoholic spirits, e.g. diluted, undiluted",text,No,0,,,,fb-1-1-5-6-2
Tequila variety,1468,"Specifies the type of tequila, e.g. gold, aged",text,No,0,,,,fb-1-1-5-7
Whiskey style,1469,"Defines the specific type of whiskey, e.g. single malt, blended malt",text,No,0,,,,fb-1-1-5-9
Whiskey variety,1470,"Classifies whiskey based on grain type or style, e.g. corn, rye",text,No,0,,,,fb-1-1-5-9
Beverage product form,1976,"Describes how the beverage is presented or consumed, such as ready-to-drink or capsules",text,No,0,,,,fb-1-13-2
Base spirit,1471,"Defines the primary alcohol used in a product, such as whiskey or rum",text,No,0,,,,fb-1-1-6-5
Wine variety,1476,"Helps distinguish between different kinds of wines, e.g. white, rosé",text,No,0,,,,fb-1-1-7
Caffeine content,3415,"Indicates the amount of caffeine present in a product, e.g. decaffeinated, low caffeine",text,No,0,,,,fb-1-14-2
Coffee product form,1977,"Specifies the type of coffee product, such as ground or beans",text,No,0,,,,fb-1-3-1
Coffee roast,1477,"Defines the roast level of coffee products, e.g. light, medium, dark",text,No,0,,,,fb-1-3-4
Grind size,3416,"Indicates the coarseness or fineness of coffee grounds, such as extra coarse or fine",text,No,0,,,,fb-1-3-1
Fruit source,1478,Identifies whether fruit in drinks is from concentrate or not,text,No,0,,,,fb-1-7
Fat content,1479,"Specifies the amount of fat in food and beverage products, e.g. full fat, low fat",text,No,0,,,,fb-2-6-8
Soda variety,1480,"Classifies soda products by type or flavor, e.g. lemon lime, orange",text,No,0,,,,fb-1-12
Tea input type,1482,"Specifies the preparation style of tea, e.g. bags, K-cups",text,No,0,,,,fb-1-14-2
Vinegar drink variety,1483,"Specifies the type of vinegar-based beverage, e.g. kombucha, shrub",text,No,0,,,,fb-1-15
Food product form,1978,"Specifies the form in which the food product is presented, such as dried or frozen",text,No,0,,,,fb-2-17
Bakery items included,3100,"Identifies the types of bakery goods included, e.g. bagel, scone",text,No,0,,,,fb-2-1-2
Chocolate type,3412,"Defines the variety of chocolate based on its ingredients and cocoa content, e.g. dark chocolate, milk chocolate",text,No,0,,,,fb-2-3-2
Heat level,1485,"Indicates the spiciness of food and beverage products, such as mild or very hot",text,No,0,,,,fb-2-4-21
Baking purpose,1486,"Defines what type of baked goods a product is used for, e.g. cookies, muffins",text,No,0,,,,fb-2-5-4
Cooking wine variety,1487,"Distinguishes between different varieties of cooking wine, e.g. rice, sherry",text,No,0,,,,fb-2-5-14
Gel strength,1488,"Indicates gel or bloom strength of gelatin products, e.g. high bloom, low bloom",text,No,0,,,,fb-2-5-33
Vinegar variety,1489,"Distinguishes between different kinds of vinegar, e.g. fruit, balsamic",text,No,0,,,,fb-2-5-34
Coffee creamer variety,1490,"Distinguishes between different types of coffee creamer, e.g. powder, non-dairy",text,No,0,,,,fb-2-6-3
Nut butter variety,1491,"Identifies the nut variety in nut-based spreads, e.g. peanut, almond",text,No,0,,,,fb-2-7-7
Dry bean variety,1492,"Identifies the variety of dry beans used, e.g. chickpeas, black beans",text,No,0,,,,fb-2-10-6
Cooking method,1493,"Specifies the recommended cooking technique, e.g. grilling, frying",text,No,0,,,,fb-2-12-3-2
Canned meat variety,1494,"Distinguishes between varieties of canned meats, such as turkey or ham",text,No,0,,,,fb-2-12-2-1
Cuisine,1495,"Classifies products by culinary style or region, e.g. Southwestern United States, Mediterranean",text,No,0,,,,fb-2-12-3-2
Meat cut,1496,"Helps identify the specific cut or style of meat, e.g. burger, wings",text,No,0,,,,fb-2-12-2-2-5-2
Seafood type,1497,"Classifies seafood products by species, such as tuna or lobster",text,No,0,,,,fb-2-12-3-2
Nut processing method,1508,"Defines how nuts or seeds are prepared, e.g. candied, raw",text,No,0,,,,fb-2-13
Nut/Seed type,3101,"Identifies the specific type of nut or seed in a product, such as almonds or chia seeds",text,No,0,,,,fb-2-13
Pasta type,1498,"Classifies pasta products by their specific shape or form, e.g. macaroni, penne",text,No,0,,,,fb-2-14
Heating instructions,1499,"Specifies how to properly heat the product, e.g. oven, stovetop",text,No,0,,,,fb-2-15-2
Meat type,1500,"Identifies the source of meat items, e.g. plant-based, chicken",text,No,0,,,,fb-2-17-8
Tobacco type,1501,"Specifies the variety of tobacco, e.g. Turkish, Virginia",text,No,0,,,,fb-3-6
Cigar body,1502,"Indicates the strength and taste profile of cigars, e.g. mild, medium to full",text,No,0,,,,fb-3-4
Pipe shape,1503,"Defines the form of smoking pipes, e.g. gourd, billiard",text,No,0,,,,fb-3-6
Coil connection,1509,"Defines the replaceability of the coil in vaping devices, e.g. fixed, changeable",text,No,0,,,,fb-3-7-3
E-cigarette/Vaporizer style,1510,"Classifies e-cigarettes and vaporizers by their form factor, e.g. disposable, pen",text,No,0,,,,fb-3-7-3
E-liquid flavor,1506,"Specifies the taste of e-liquids for vaporizers and electronic cigarettes, e.g. coffee, strawberry",text,No,0,,,,fb-3-7-3
Vaping style,1511,"Specifies the vaping technique for electronic cigarettes, e.g. direct-to-lung, mouth-to-lung ",text,No,0,,,,fb-3-7-3
E-liquid variety,1507,"Distinguishes between different e-liquid options, e.g. short fill, nicotine shot",text,No,0,,,,fb-3-7-1
VG/PG ratio,1512,"Indicates the vegetable glycerin to propylene glycol ratio in e-liquids, e.g. 30:70",text,No,0,,,,fb-3-7-1
Baby/Toddler furniture items included,3318,"Specifies the types of baby or toddler furniture in a set, e.g. high chair, toy chest",text,No,0,,,,fr-1-1
Furniture/Fixture features,3102,"Highlights special characteristics of furniture or fixtures, like adjustable shelves or built-in mirror",text,No,0,,,,hg-12-1-5-3
Baby/Toddler furniture features,3103,"Identifies special features of baby/toddler furniture, like adjustable height or foldable",text,No,0,,,,fr-1-4
Crib/Toddler bed features,3104,"Describes unique aspects of baby and toddler beds, such as convertible design or rocking mechanism",text,No,0,,,,fr-1-6
Toddler bed features,3104,"Describes special characteristics of toddler beds, like adjustable height or built-in nightlight",text,No,0,,,,fr-1-6-11
Crib features,3104,"Highlights unique features of baby cribs, such as convertible or storage options",text,No,0,,,,fr-1-6-12
Baby/Toddler seat features,3107,"Highlights key aspects of baby/toddler seats, such as a reclining seat or tray",text,No,0,,,,fr-1-8-5
Compatible mattress size,1259,"Specifies the mattress size that fits the product; i.e. king, twin",text,No,0,,,,fr-2-2-16
Bed/Frame features,3108,"Highlights unique features of beds and frames, such as storage options or included headboard",text,No,0,,,,fr-2-2-16
Foundation color,1,"Identifies the color of a mattress foundation, such as beige or black",text,No,0,,,,fr-2-5-8
Foundation material,2895,"Identifies the main material used in mattress foundations, such as metal or wood",text,No,0,,,,fr-2-5-8
Foundation pattern,3,"Describes the design or motif on a mattress foundation, such as chevron or damask",text,No,0,,,,fr-2-5-8
Slat color,1,"Specifies the color of slats in mattress foundations, such as beige or black",text,No,0,,,,fr-2-5-8
Slat material,1515,"Specifies the type of material used in bed or furniture slats, such as wood or pine",text,No,0,,,,fr-2-5-8
Slat pattern,3,"Identifies the visual pattern of slats on items like mattress foundations, e.g. striped, floral",text,No,0,,,,fr-2-5-8
Mattress features,3109,"Highlights special characteristics of a mattress, such as hypoallergenic or cooling function",text,No,0,,,,fr-2-6-7
Seat type,1518,"Describes the design of a chair or bench seat, such as padded or bucket ",text,No,0,,,,fr-22
Upholstery color,1,"Identifies the color of a product's upholstery, such as red or beige",text,No,0,,,,vp-2-3-4
Upholstery pattern,3,"Describes the visual design on furniture fabric, for example, stripes or checkered",text,No,0,,,,vp-2-3-4
Seat color,1,"Specifies the color of a product's seating area, like black or green",text,No,0,,,,fr-3-1-1
Seat pattern,3,"Specifies the visual motif on seating products, such as stars or dots",text,No,0,,,,fr-3-1-1
Door color,1,"Specifies the color of a product's door, such as red or black",text,No,0,,,,fr-4-11
Door pattern,3,"Describes the design or motif on a door, typically for buffets and sideboards",text,No,0,,,,fr-4-11
Door type,1521,"Specifies the opening mechanism of doors, e.g. hinged, sliding",text,No,0,,,,fr-4-11
Top color,1,"Defines the primary color of a product's top surface, e.g. clear, bronze",text,No,0,,,,fr-24-6
Top material,2786,"Defines the material of a product's top surface, e.g. wood, glass",text,No,0,,,,fr-24-6
Top pattern,3,"Describes the design or print on the surface of a product, like floral or striped",text,No,0,,,,fr-24-6
Leg color,1,"Defines the hue of a product's legs, e.g. white, brown",text,No,0,,,,fr-24-6
Leg material,2786,"Specifies the material used for the legs of a product, such as cherry wood or bamboo",text,No,0,,,,fr-24-6
Leg pattern,3,"Defines the design or print on the product's legs, such as animals or geometric ",text,No,0,,,,fr-24-6
Wine rack design,1526,"Defines the style or aesthetic of a wine rack, e.g. modern, traditional",text,No,0,,,,fr-4-16
Backrest type,1527,"Specifies the material or style of a chair's backrest; e.g. mesh, padded",text,No,0,,,,fr-15-4-2-18
Filler material,1342,"Identifies the type of material used to fill a product, typically pillows or cushions; e.g. memory foam, feathers",text,No,0,,,,tg-3-14
Massage technique,1528,"Defines the massage methods offered by a product, e.g. percussive, deep tissue",text,No,0,,,,hb-3-11-8-3
Treatment area,1563,"Specifies the body part targeted by a product, typically for massage items; e.g. back, neck",text,No,0,,,,fr-7-4
Hanging chair design,1530,Specifies if a hanging chair comes with a stand or not,text,No,0,,,,fr-7-8
Back type,1531,"Defines the style of back support on seating, such as backless or low back",text,No,0,,,,fr-7-12-2
Bathroom furniture items included,3319,"Identifies the specific items included in a bathroom furniture set, such as a vanity cabinet or mirror",text,No,0,,,,fr-10-1
Tabletop shape,73,"Describes the geometric shape of a table's top, e.g. square, kidney-shaped",text,No,0,,,,fr-24-6
Kitchen/Dining furniture items included,3320,"Identifies the specific furniture pieces included in a set, like dining chairs or kitchen island",text,No,0,,,,fr-10-3
Tabletop color,1,"Specifies the color of a table's top surface, such as black or white",text,No,0,,,,fr-24-5
Tabletop material,2786,"Identifies the composition of the tabletop surface, e.g. plywood, concrete",text,No,0,,,,fr-24-5
Tabletop pattern,3,"Defines the design or print on a tabletop surface, such as Christmas or solid",text,No,0,,,,fr-24-5
Outdoor furniture items included,3321,"Identifies the specific items included in an outdoor furniture set, such as chairs or table",text,No,0,,,,fr-15-2
Seat structure,1537,"Defines the construction of a seat, e.g. wicker, solid",text,No,0,,,,fr-15-4-2-18
Suitable for storage type,1538,"Specifies what items the product can store, e.g. garbage, garden tools",text,No,0,,,,fr-15-5
Cover material,1341,"Identifies the type of fabric or material used in the product's cover, such as silk or cotton",text,No,0,,,,vp-1-6-4-6
Style,1351,"Describes the style of a product, typically for window treatments; e.g. vertical blind, pleated shades",text,No,0,,,,hg-13-9-3
Suitable location,1539,"Indicates the ideal placement for the product in the home, e.g. bedroom, patio ",text,No,0,,,,ha-2-5
Backrest upholstery color,1,"Identifies the color of the backrest upholstery on furniture, such as beige or blue",text,No,0,,,,fr-22-6
Backrest upholstery material,2797,"Identifies the fabric type on the backrest of furniture, such as velvet or wicker",text,No,0,,,,fr-22-6
Backrest upholstery pattern,3,"Identifies the pattern on the sofa's backrest fabric, e.g. striped, checkered",text,No,0,,,,fr-22-6
Seat upholstery color,1,"Identifies the color of a furniture item's seat upholstery, such as beige or blue",text,No,0,,,,fr-22-6
Seat upholstery material,2797,"Defines the fabric or material used for sofa coverings, such as microfiber or leatherette",text,No,0,,,,fr-22-6
Seat upholstery pattern,3,"Identifies the design or motif on a sofa's fabric, such as paisley or swirl",text,No,0,,,,fr-22-6
Sofa features,3049,"Describes special characteristics of a sofa, such as adjustable armrests or pet friendly",text,No,0,,,,fr-22-6
Blanket color,1,"Identifies the primary color of a blanket, such as navy or multicolor",text,No,0,,,,fr-24-5
Blanket pattern,3,"Describes the design or motif on a blanket, such as floral or geometric",text,No,0,,,,fr-24-5
Chemical application,2055,"Identifies the primary use of a chemical product, e.g. waterproofing, cleaning",text,No,0,,,,ha-1-1
Chemical safety features,2056,"Highlights safety aspects of chemicals, such as non-flammable or hypoallergenic",text,No,0,,,,ha-1-1-10
Chemical product form,2057,"Specifies the form of chemical products, e.g. gel or granules",text,No,0,,,,ha-1-1-10
Chemical container type,2058,"Specifies the type of container for drain cleaners, like jerrican or portion pack",text,No,0,,,,ha-1-1-7
Suitable for material type,2059,"Identifies the material a product is suitable for, typically for tools; e.g. ceramic, stone",text,No,0,,,,ha-15-64
Lubricant dispenser type,2060,"Identifies the packaging or container type for lubricants, like a drum or bottle",text,No,0,,,,ha-1-4-4
Masonry material,2910,"Specifies the composition of masonry items, such as cement or limestone",text,No,0,,,,ha-1-5-1
Masonry product form,2061,"Specifies the form of masonry products, such as paste or powder",text,No,0,,,,ha-1-5-2-7
Intended application,2063,"Identifies the specific use of paints and stains, e.g. doors, decks/fences",text,No,0,,,,ha-1-6-4
Primer use,2064,"Specifies the function of a primer, such as base paint or sealer",text,No,0,,,,ha-1-6-3
Product formulation,2065,"Identifies the composition of building consumables, e.g. base substance, ready mixed",text,No,0,,,,ha-1-11-9
Sheen/Gloss level,2066,"Specifies the shine level of paint or varnish products, such as semi-gloss or satin",text,No,0,,,,ha-1-6-5
Varnish/Finish application,2067,"Specifies the suitable application areas for a varnish or finish, such as walls or doors",text,No,0,,,,ha-1-6-5
Plumbing primer application,2069,"Specifies where plumbing primer can be used, for example on pipes or fittings",text,No,0,,,,ha-1-7
Coating/Sealant application,2070,"Describes the function of protective coatings and sealants, e.g. weatherproofing, rust prevention",text,No,0,,,,ha-1-8-6
Solder/Flux application,2071,"Specifies the application area for solder/flux products, e.g. electronics, plumbing",text,No,0,,,,ha-1-9-3
Solvent/Thinner application,2072,"Specifies the coating or adhesive material that a product is designed to dissolve or thin, e.g. epoxy, paint",text,No,0,,,,ha-1-10
Solvent application,2072,"Specifies the coating or adhesive material that a product is designed to dissolve, e.g. epoxy, paint",text,No,0,,,,ha-1-10-1
Stripper application,2072,"Specifies the coating or adhesive material that a product is designed to remove or dissolve, e.g. epoxy. paint",text,No,0,,,,ha-1-10-3
Thinner application,2072,"Describes the type of substance a thinner is used for, like paint or epoxy",text,No,0,,,,ha-1-10-2
Building consumable form,2076,"Specifies the form of wall patching compounds, such as liquid or powder",text,No,0,,,,ha-1-11-9
Wall patching application,2077,"Identifies the suitable surface for a patching compound, like wood or plaster",text,No,0,,,,ha-1-11-9
Edge style,2078,"Specifies the shape of the edges on items like countertops, e.g. bullnose, eased",text,No,0,,,,ha-2-1
Door closer application,2960,"Specifies the application of door closers, such as internal or external",text,No,0,,,,ha-2-2-2
Door closer design,2080,"Identifies the design style of door closers, such as floor or overhead concealed",text,No,0,,,,ha-2-2-2
Recommended use,2082,"Identifies the primary use or domain a hardware product has been designed for, e.g. industrial, residential",text,No,0,,,,ha-11-5
Suitable for door type,2083,"Identifies the type of door the product is designed for, e.g. double-leaf, single-leaf",text,No,0,,,,ha-2-2-2
Door frame application,2960,"Identifies where the door frame is intended to be used, e.g. internal, external",text,No,0,,,,ha-2-2-3
Door frame finish,2085,"Specifies the surface finish of a door frame, such as pre-finished or ready to finish",text,No,0,,,,ha-2-2-3
Door knob function,2086,"Specifies the function of door knobs and handles, like passage or privacy",text,No,0,,,,ha-2-2-5
Door stop placement,2087,"Identifies where a door stop is installed, such as on the floor or wall",text,No,0,,,,ha-2-2-8
Door insulation,3322,"Specifies the insulation status of doors, e.g. insulated, non-insulated",text,No,0,,,,ha-2-3-1-3
Garage door material,1520,"Identifies the construction material of garage doors, such as steel or wood",text,No,0,,,,ha-2-3-1-3
Door application,2960,"Specifies the application of doors or hinges, such as internal or external",text,No,0,,,,ha-6-15
Door glass finish,2089,"Specifies the type of glass finish on doors, such as lead or pattern",text,No,0,,,,ha-2-3-2
Door suitable location,2090,"Identifies the ideal placement for a door, such as front or patio",text,No,0,,,,ha-2-3-2
Door surface finish,2091,"Specifies the surface finish on home doors, such as glazed or unglazed",text,No,0,,,,ha-2-3-2
Building board material,2912,"Specifies the type of material used in construction boards, such as plywood or cement",text,No,0,,,,ha-2-19-4
Sound insulation,3323,"Identifies the soundproofing capabilities of a product, such as acoustic or non-insulated",text,No,0,,,,ha-2-19-4
Hatch suitable location,2093,"Identifies the ideal placement for hatches, such as floor or wall",text,No,0,,,,ha-2-8
Insulation material,2913,"Specifies the composition of insulation, such as mineral wool or polyurethane (PU)",text,No,0,,,,ha-2-9-6
Hardwood lumber grade,2094,"Classifies hardwood lumber quality, e.g. No. 2A common",text,No,0,,,,ha-2-10-1
Plywood grade,2095,"Specifies the classification of plywood for building materials, like grade C or D",text,No,0,,,,ha-2-10-2
Softwood lumber grade,2096,"Identifies the quality of softwood lumber, such as C select or No. 1",text,No,0,,,,ha-2-10-3
Molding application,2097,"Specifies the type of molding used in construction, such as casing or chair rail",text,No,0,,,,ha-2-11
Gutter fitting type,2098,"Identifies the type of fitting used in gutter systems, like a downspout connector or end cap",text,No,0,,,,ha-2-13-1
Gutter style,3112,"Specifies the type of gutter, such as deepflow or industrial",text,No,0,,,,ha-2-13-2
Flashing material,2915,"Identifies the material used in roof flashings, such as plastic or copper",text,No,0,,,,ha-2-13-3-4
Shingle/Tile material,2916,"Identifies the composition of roofing shingles or tiles, such as cement or rubber",text,No,0,,,,ha-2-13-4-3
Shutter finish,2099,"Describes the surface treatment of shutters, like painted or primed",text,No,0,,,,ha-2-14-3
Siding material,2917,"Identifies the type of material used in siding products, such as wood or vinyl",text,No,0,,,,ha-2-15
Staircase features,3113,"Highlights unique aspects of staircases, such as open risers or stair landing",text,No,0,,,,ha-2-17-5
Tile design,2101,"Describes the pattern or style of a tile, such as geometric or herringbone",text,No,0,,,,ha-2-18-2
Tile installation method,3324,"Describes how a product is installed, typically ceiling or wall tiles; e.g. lay-in installation",text,No,0,,,,ha-2-18-2
Tile look,2102,"Describes the appearance or style of a tile, such as marble or 3D",text,No,0,,,,ha-2-18-2
Tile material,2918,"Identifies the composition of tiles, such as ceramic or stone",text,No,0,,,,ha-2-18-2
Tile texture,2103,"Describes the surface feel of a tile, such as smooth or textured",text,No,0,,,,ha-2-18-1
Weather supply application method,3325,"Describes how weatherization supplies are applied, like self-adhesive or non-adhesive",text,No,0,,,,ha-2-20-4
Weatherization application,2104,"Identifies where a weatherization product is applied, such as windows or doors",text,No,0,,,,ha-2-20-4
Weather strip design,2105,"Describes the shape of weather stripping materials, like round or flat",text,No,0,,,,ha-2-20-3
Glazing type,2106,"Identifies the type of window glazing, such as double-pane or single-pane",text,No,0,,,,ha-2-22-6
Fencing components,2107,"Identifies parts of a fencing system, such as a rail or panel",text,No,0,,,,ha-3-3
Trellis design,2108,"Identifies the design of lattice in fencing or barriers, e.g. square, diamond",text,No,0,,,,ha-3-7
Fuel additives,2109,"Identifies the type of additive in fuel products, such as anti-gel or corrosion inhibitor",text,No,0,,,,ha-4-3
Fuel grade,2110,"Specifies the grade of fuel products, for example, Bioheat or 2-K",text,No,0,,,,ha-4-2-2
Sulfur content,2111,"Specifies the sulfur concentration in home heating oil, e.g. ultra-low or high",text,No,0,,,,ha-4-1
Kerosene application,2112,"Identifies the specific use of kerosene, such as for heaters or jet fuel",text,No,0,,,,ha-4-2-2
Fuel purity,2113,"Specifies the purity level of propane fuel, e.g. HD-5, commercial",text,No,0,,,,ha-4-3
Propane application,2114,"Specifies the purpose of propane, such as heating or grill",text,No,0,,,,ha-4-3
Fuel container features,3114,"Describes specific features of fuel tanks, such as spill-proof spout or fuel gauge",text,No,0,,,,ha-5-5
Bracket/Brace design,2115,"Describes the style of brackets or braces, e.g. angle bracket, corner brace",text,No,0,,,,ha-6-1
Knob/Handle design,2116,"Describes the style of cabinet hardware, such as a round knob or bar pull",text,No,0,,,,ha-6-2-5
